12,2.73,-0.86,10.71,-12.71
20,2.37,11.35,6.81,2.12
20,2.29,6.25,12.82,11.67
11,2.42,18.45,16.54,-18.19
15,2.16,5.92,-16.46,-0.79
16,1.54,-8.69,17.14,15.38
14,2.02,2.69,-17.17,8.28
20,1.31,16.35,-6.44,9.08
12,2.92,18.14,2.18,19.41
20,2.28,-10.48,16.21,-5.11
16,1.47,10.66,-2.41,-16.32
9,2.09,-17.05,9.89,18.52
19,2.79,-19.37,10.28,-8.22
9,0.83,-10.8,16.0,-18.08
10,1.44,0.49,14.3,-5.12
16,0.68,-13.69,-14.23,-8.26
20,0.77,-16.16,3.22,2.69
20,0.7,-1.54,15.41,14.91
17,2.44,-15.53,-19.59,-12.11
9,2.92,5.72,-9.09,8.64
9,0.42,-1.54,0.47,-19.02
16,1.66,8.66,-10.81,12.55
19,2.37,8.08,8.86,-15.17
19,1.37,-3.22,-16.13,15.37
15,0.29,-14.93,3.65,8.17
9,1.7,-7.01,10.88,-6.79
11,2.86,6.92,-0.51,10.1
15,0.74,-9.92,3.73,13.01
19,2.31,1.94,-18.68,-19.23
16,2.98,1.63,-9.76,18.56
9,0.36,15.63,17.21,13.78
19,0.63,-17.23,9.79,-8.39
9,0.94,16.96,-6.22,-1.21
18,0.87,10.12,-19.08,-5.66
12,2.89,7.99,-9.13,7.26
9,2.05,4.0,7.42,-0.71
9,1.55,17.73,-13.92,14.81
16,0.4,-5.68,6.78,-15.02
12,2.04,-17.46,18.76,18.61
16,1.77,-7.5,2.56,-10.07
12,2.56,-4.33,-12.65,-17.98
11,2.98,0.92,4.16,-4.17
19,1.21,-10.16,11.37,10.06
18,2.86,10.37,12.29,10.25
15,2.04,13.65,0.28,-19.98
19,2.28,5.1,-17.23,17.69
16,1.14,19.04,-7.3,3.0
9,2.02,15.27,-10.02,-6.44
20,1.53,4.28,-7.78,-11.45
17,1.19,3.09,10.68,6.66
12,2.31,7.54,2.24,12.53
12,0.58,-14.29,18.7,-19.66
10,2.82,-10.67,14.7,3.23
19,1.58,-0.09,-6.93,-6.98
9,0.84,-7.11,13.15,-18.33
18,2.01,11.51,8.98,-16.16
10,1.48,-18.87,-2.85,11.37
18,2.22,-0.33,13.59,13.93
17,2.84,-13.3,7.57,-4.16
18,1.93,-7.15,-10.87,-1.15
14,2.62,-19.22,9.75,11.59
12,2.83,4.24,-17.91,3.87
16,1.1,6.52,6.62,13.43
18,1.19,-16.42,4.05,-17.33
16,0.8,-5.82,6.27,-10.89
20,1.73,-7.39,16.49,4.71
12,2.48,-5.43,-19.87,-15.37
19,2.04,12.6,3.62,-14.02
16,0.53,5.55,-13.27,-8.62
14,1.07,-3.05,7.39,14.44
19,0.28,-6.46,2.73,16.93
10,2.81,2.32,17.29,-17.75
19,2.72,-17.18,18.88,0.24
18,1.53,-3.81,-12.21,10.54
11,0.92,18.51,-4.2,-13.22
19,0.96,18.94,-13.88,-1.05
10,1.65,10.94,11.73,-11.49
18,2.09,-4.86,0.45,1.04
18,0.8,-14.26,-11.43,15.88
12,1.65,3.25,14.95,6.35
19,0.4,0.44,-2.4,-6.24
11,1.09,-13.63,-0.31,0.61
18,1.1,-4.69,-6.52,-10.18
9,1.57,7.86,5.23,-14.71
11,2.65,-1.25,17.63,1.48
17,1.97,15.12,-16.09,4.9
15,2.78,-5.7,-11.2,12.27
16,1.7,6.47,19.18,-9.82
18,1.82,-8.22,-18.78,-3.02
18,1.73,12.79,19.29,-6.03
10,0.94,11.23,8.63,12.88
15,2.08,-18.86,11.25,2.6
16,1.44,9.25,-6.43,-12.27
17,1.57,-19.1,10.1,-6.87
12,0.62,-2.18,5.99,-9.99
9,1.02,11.61,-9.16,-10.59
12,2.91,-3.38,-13.12,19.52
12,2.43,18.59,-16.24,9.91
11,1.93,-16.45,-15.32,-3.01
18,1.14,-11.38,-15.52,14.93
18,1.08,4.54,2.06,-11.2
11,1.01,-11.45,6.48,15.48
9,1.67,17.57,-3.12,-6.15
12,1.11,-19.29,10.94,1.74
13,0.8,-6.65,12.91,-4.82
20,1.9,-5.75,4.36,-7.29
14,2.23,-6.87,6.59,-0.16
18,2.31,7.37,-14.21,-7.85
11,2.61,8.78,-17.87,-16.77
15,2.91,7.33,-3.01,-14.53
11,2.99,16.1,15.95,-7.77
19,2.83,-13.25,-0.01,-13.62
16,2.91,12.86,-14.1,17.88
19,2.31,4.33,16.63,7.66
16,0.93,-11.86,6.01,-7.82
14,0.84,-7.82,-2.77,17.3
15,2.76,-11.91,-8.37,16.23
16,0.36,16.08,-18.79,8.75
18,1.89,-12.83,11.79,-11.79
20,0.92,-2.19,10.27,-15.34
14,1.2,14.19,-18.52,2.67
18,2.92,13.56,-1.95,14.5
11,2.83,-7.72,4.52,-10.41
12,2.07,-7.4,-19.76,7.29
20,2.33,14.15,0.33,4.25
11,2.68,-7.54,4.21,-12.86
17,1.05,-2.17,19.06,-1.64
20,2.72,19.34,-2.04,-9.16
13,2.64,14.6,-0.13,6.73
17,2.78,17.55,-11.59,-13.31
13,0.95,-10.72,-17.9,-3.66
13,0.81,3.48,-5.7,3.03
17,1.54,-6.79,-3.92,-0.6
11,2.5,-14.93,0.19,5.11
19,2.42,-10.2,-19.99,-4.68
12,2.9,-13.75,0.43,-11.98
14,1.91,15.8,-5.12,1.22
14,0.29,-11.31,19.85,4.15
12,1.21,1.77,-0.07,-9.04
19,2.79,4.24,6.47,11.13
19,1.93,-5.39,11.32,-9.0
10,2.34,12.44,3.17,-4.95
11,1.98,7.22,-4.93,-0.53
13,1.36,13.49,-2.01,18.02
12,0.34,14.4,6.85,-2.04
20,2.27,-18.7,-0.16,6.41
18,0.89,-11.32,-8.89,5.88
16,1.99,0.05,0.45,11.48
11,0.99,1.76,5.52,-3.6
13,0.95,7.74,-8.21,5.23
17,0.72,-0.8,-10.88,-19.97
12,0.44,1.61,2.12,-5.27
9,2.93,-17.18,2.96,-13.49
15,1.59,-12.12,-16.63,-12.4
19,1.19,-4.89,-6.02,4.19
9,2.73,11.47,18.48,-13.24
18,1.42,-10.85,14.65,-16.18
18,0.66,5.46,18.17,-3.54
18,3.0,1.67,-19.35,-3.34
13,0.35,-12.91,9.45,18.34
17,0.66,-16.78,-8.09,1.79
12,0.73,-4.9,18.06,-13.21
9,0.65,10.77,-13.97,-8.32
