4.209079632835742713e-01,9.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00
5.400350124247487171e-01,9.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.376904609213575492e-01,8.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.260821538498864136e-01,3.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00
1.450662331609307021e-01,9.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
9.372031218824612431e-01,3.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00
9.444347916528179621e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.879911038935966117e-01,9.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00
8.816802538565695624e-01,9.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.387899649410386349e-02,7.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00
3.908753288118085312e-01,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
4.092206933770640154e-01,7.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.721808152159095329e-01,8.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
2.346995042329338421e-01,2.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
7.303027627642111330e-02,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
1.317918597760892041e-01,3.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
6.125988489298482831e-01,1.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00
9.913122882430220884e-01,7.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
2.789004449840598587e-01,0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
5.468382262024265028e-01,1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.457198822421913231e-01,1.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
6.766127447180939614e-01,5.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00
5.362189158439600867e-02,1.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00
8.134287946075984266e-01,0.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00
1.425244901219425708e-01,8.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00
8.916812356614662871e-01,2.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
2.475652434790502898e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
9.373259795914992143e-01,6.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
5.547311769040572660e-01,9.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.583381317791456189e-01,2.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00
8.055482132089302194e-01,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.712344154465767376e-01,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
2.127830335553422270e-01,7.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.497132184525972853e-01,9.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.591377806317262111e-01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
9.789559038374077149e-01,5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
8.005006377339815016e-01,8.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
7.224891915507823947e-01,5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
7.481055317853589903e-01,5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
5.151686013200079683e-01,4.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00
8.981220101094389285e-02,3.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
1.196259785389337527e-01,0.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00
9.465073577064279098e-01,7.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00
4.842546507273780554e-01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.767814061414203275e-01,9.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00
8.170027486713565823e-01,2.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00
6.475765359818594913e-01,5.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
7.653436106030865327e-01,9.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.786545620891069497e-02,5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00
5.181744805789310071e-01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
9.379429795143386928e-01,3.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00
4.916367677865907115e-02,9.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00
4.204074610667105638e-01,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
